language,normalized_training_mixture_weight,training_mixture_weight_before_coverage_normalization,training_mixture_percent_before_coverage_normalization,raw_public_count,num_training_entries,groups,entry_ids,represented_training_mixture_weight,weight_semantics
arm left: 2. left instrument: Tool #2 (Green). arm right: 1. right instrument: Tool #9 (Blue). do an inguinal hernia repair,1.0367399182985972e-05,9.984790118300991e-06,0.000998479011830099,5496,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #0 (Green). do a prostatectomy,1.0220263605061497e-05,9.843084581687547e-06,0.0009843084581687548,5418,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #0 (Cyan). do an inguinal hernia repair,1.0174991119546275e-05,9.799482878114182e-06,0.0009799482878114182,5394,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Orange). arm right: 0. right instrument: Tool #17 (White). do a hysterectomy,1.016367299816747e-05,9.78858245222084e-06,0.000978858245222084,5388,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1.0146695816099262e-05,9.772231813380829e-06,0.000977223181338083,5379,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Blue). do a hysterectomy,1.0108968744836576e-05,9.735897060403022e-06,0.0009735897060403021,5359,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Cyan). arm right: 1. right instrument: Tool #2 (Pink). do a hysterectomy,1.0063696259321353e-05,9.692295356829654e-06,0.0009692295356829655,5335,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Orange). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1.0016537420242997e-05,9.646876915607398e-06,0.0009646876915607398,5310,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #17 (White). do a cholecystectomy,9.999560238174788e-06,9.630526276767385e-06,0.0009630526276767385,5301,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,9.954287752659564e-06,9.586924573194018e-06,0.0009586924573194018,5277,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,9.8958107922024e-06,9.530605706078418e-06,0.0009530605706078418,5246,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #2 (Cyan). do a hysterectomy,9.878833610134195e-06,9.514255067238407e-06,0.0009514255067238407,5237,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #0 (Orange). do a hysterectomy,9.854311013813449e-06,9.490637477802834e-06,0.0009490637477802833,5224,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Orange). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,9.846765599560913e-06,9.483370527207273e-06,0.0009483370527207274,5220,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 1. right instrument: Tool #2 (Orange). do a hysterectomy,9.816583942550763e-06,9.454302724825028e-06,0.0009454302724825028,5204,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Orange). do a cholecystectomy,9.701516375199572e-06,9.34348172824272e-06,0.000934348172824272,5143,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 3. right instrument: Tool #2 (Green). do a prostatectomy,9.690198253820768e-06,9.33258130234938e-06,0.000933258130234938,5137,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #2 (Blue). do a prostatectomy,9.563812565090771e-06,9.21085987987373e-06,0.0009210859879873731,5070,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Cyan). arm right: 2. right instrument: Tool #2 (Orange). do a hysterectomy,9.427995108545102e-06,9.08005476915363e-06,0.000908005476915363,4998,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #0 (Orange). do a hysterectomy,9.252564227173615e-06,8.911098167806834e-06,0.0008911098167806834,4905,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #0 (Green). do a prostatectomy,9.222382570163466e-06,8.882030365424589e-06,0.0008882030365424589,4889,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #9 (Blue). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,9.216723509474062e-06,8.876580152477917e-06,0.0008876580152477917,4886,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Orange). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,9.131837599133022e-06,8.794826958277855e-06,0.0008794826958277856,4841,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #9 (Green). do a cholecystectomy,9.079019699365261e-06,8.743958304108928e-06,0.0008743958304108928,4813,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Orange). arm right: 1. right instrument: Tool #2 (Pink). do a prostatectomy,8.924338707188252e-06,8.594985816899925e-06,0.0008594985816899925,4731,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 1. right instrument: Tool #9 (Cyan). do a cholecystectomy,8.899816110867505e-06,8.57136822746435e-06,0.000857136822746435,4718,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 1. right instrument: Tool #9 (Orange). do a hysterectomy,8.882838928799297e-06,8.555017588624339e-06,0.0008555017588624339,4709,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #2 (Orange). do a prostatectomy,8.869634453857358e-06,8.542300425082107e-06,0.0008542300425082107,4702,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Pink). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,8.852657271789149e-06,8.525949786242094e-06,0.0008525949786242094,4693,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #9 (Pink). do an inguinal hernia repair,8.765885007884973e-06,8.442379854393142e-06,0.0008442379854393142,4647,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #12 (Green). arm right: 1. right instrument: Tool #2 (Blue). do a hysterectomy,8.75268053294303e-06,8.429662690850908e-06,0.0008429662690850908,4640,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,8.701748986738407e-06,8.380610774330872e-06,0.0008380610774330873,4613,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Blue). arm right: 3. right instrument: Tool #2 (Green). do a prostatectomy,8.635726612028707e-06,8.317024956619711e-06,0.0008317024956619711,4578,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Pink). arm right: 1. right instrument: Tool #2 (Green). do a prostatectomy,8.603658601455425e-06,8.286140416588577e-06,0.0008286140416588578,4561,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Purple). do an inguinal hernia repair,8.567817883755875e-06,8.251622401259662e-06,0.0008251622401259663,4542,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Green). do a cholecystectomy,8.516886337551249e-06,8.202570484739623e-06,0.0008202570484739624,4515,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #10 (Purple). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,8.469727498472893e-06,8.157152043517367e-06,0.0008157152043517368,4490,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #18 (Cyan). do an inguinal hernia repair,8.458409377094084e-06,8.146251617624024e-06,0.0008146251617624024,4484,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #2 (Orange). do a hysterectomy,8.43388678077334e-06,8.12263402818845e-06,0.000812263402818845,4471,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #0 (Orange). do an inguinal hernia repair,8.392387002384385e-06,8.082665799912864e-06,0.0008082665799912864,4449,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,8.324478274111552e-06,8.017263244552814e-06,0.0008017263244552814,4413,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 1. right instrument: Tool #9 (Cyan). do an inguinal hernia repair,8.23581965664424e-06,7.931876575054971e-06,0.0007931876575054971,4366,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Blue). arm right: 1. right instrument: Tool #0 (Pink). do a prostatectomy,8.167910928371406e-06,7.866474019694921e-06,0.0007866474019694921,4330,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,8.145274685613796e-06,7.844673167908238e-06,0.0007844673167908238,4318,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Blue). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,8.081138664467232e-06,7.782904087845969e-06,0.0007782904087845968,4284,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Cyan). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,8.03209347182574e-06,7.735668908974822e-06,0.0007735668908974823,4258,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #1 (Pink). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,8.015116289757531e-06,7.719318270134809e-06,0.0007719318270134809,4249,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Blue). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,8.015116289757531e-06,7.719318270134809e-06,0.0007719318270134809,4249,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Pink). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,7.828367287007237e-06,7.53946124289467e-06,0.000753946124289467,4150,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #1 (Blue). arm right: 1. right instrument: Tool #2 (Pink). do an inguinal hernia repair,7.822708226317836e-06,7.534011029948e-06,0.0007534011029948001,4147,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Orange). arm right: 1. right instrument: Tool #2 (Green). do a prostatectomy,7.790640215744552e-06,7.503126489916865e-06,0.0007503126489916865,4130,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #2 (Pink). do a prostatectomy,7.75857220517127e-06,7.47224194988573e-06,0.000747224194988573,4113,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Blue). do an inguinal hernia repair,7.694436184024705e-06,7.41047286982346e-06,0.000741047286982346,4079,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #2 (Orange). do a prostatectomy,7.634072870004408e-06,7.352337265058972e-06,0.0007352337265058972,4047,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Pink). arm right: 2. right instrument: Tool #0 (Orange). do a prostatectomy,7.63030016287814e-06,7.348703789761191e-06,0.0007348703789761191,4045,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Blue). arm right: 0. right instrument: Tool #17 (White). do an inguinal hernia repair,7.568050495294708e-06,7.288751447347812e-06,0.0007288751447347813,4012,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #2 (Green). do a hysterectomy,7.554846020352768e-06,7.276034283805579e-06,0.000727603428380558,4005,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #13 (Cyan). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,7.537868838284559e-06,7.259683644965566e-06,0.0007259683644965566,3996,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #10 (Cyan). do a hysterectomy,7.5208916562163505e-06,7.243333006125554e-06,0.0007243333006125554,3987,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,7.494482706332471e-06,7.21789867904109e-06,0.0007217898679041091,3973,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Blue). arm right: 1. right instrument: Tool #0 (Green). do a prostatectomy,7.488823645643069e-06,7.2124484660944205e-06,0.0007212448466094421,3970,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #2 (Pink). do an inguinal hernia repair,7.462414695759188e-06,7.187014139009956e-06,0.0007187014139009956,3956,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,7.381301492544415e-06,7.1088944201076735e-06,0.0007108894420107673,3913,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Green). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,7.377528785418147e-06,7.105260944809893e-06,0.0007105260944809893,3911,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #12 (Orange). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,7.33036994633979e-06,7.059842503587636e-06,0.0007059842503587637,3886,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Orange). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,7.3058473500190434e-06,7.036224914152062e-06,0.0007036224914152062,3873,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Green). arm right: 1. right instrument: Tool #0 (Orange). do a prostatectomy,7.283211107261433e-06,7.014424062365379e-06,0.0007014424062365379,3861,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Green). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,7.262461218066956e-06,6.994439948227587e-06,0.0006994439948227587,3850,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #1 (Green). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,7.203984257609793e-06,6.938121081111987e-06,0.0006938121081111987,3819,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #8 (Orange). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,7.100234811637409e-06,6.838200510423022e-06,0.0006838200510423022,3764,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #0 (Blue). do a hysterectomy,6.998371719228158e-06,6.740096677382947e-06,0.0006740096677382947,3710,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Pink). do a hysterectomy,6.828599898546072e-06,6.576590288982821e-06,0.0006576590288982821,3620,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Orange). arm right: 2. right instrument: Tool #0 (Green). do a hysterectomy,6.766350230962641e-06,6.516637946569441e-06,0.0006516637946569441,3587,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #13 (Purple). do an inguinal hernia repair,6.692782442000404e-06,6.44578517826272e-06,0.000644578517826272,3548,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Blue). arm right: 0. right instrument: Tool #14 (White). do a hysterectomy,6.609782885222496e-06,6.365848721711548e-06,0.0006365848721711548,3504,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #18 (Blue). do a hysterectomy,6.4796244893662325e-06,6.2404938239381194e-06,0.0006240493823938119,3435,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #2 (Green). do a prostatectomy,6.4645336608611575e-06,6.225959922746996e-06,0.0006225959922746996,3427,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #9 (Green). do an inguinal hernia repair,6.375875043393847e-06,6.1405732532491535e-06,0.0006140573253249153,3380,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #1 (Orange). arm right: 2. right instrument: Tool #9 (Blue). do an inguinal hernia repair,6.343807032820564e-06,6.109688713218019e-06,0.0006109688713218019,3363,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Pink). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,6.3155117293735504e-06,6.082437648484664e-06,0.0006082437648484664,3348,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #2 (Green). do a hysterectomy,6.215534990527433e-06,5.9861505530934795e-06,0.000598615055309348,3295,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #8 (Blue). do a prostatectomy,6.008036098582664e-06,5.786309411715549e-06,0.0005786309411715549,3185,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Green). arm right: 0. right instrument: Tool #17 (White). do an inguinal hernia repair,5.979740795135649e-06,5.759058346982194e-06,0.0005759058346982194,3170,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #17 (White). do a hysterectomy,5.964649966630574e-06,5.7445244457910715e-06,0.0005744524445791072,3162,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,5.8929685312314725e-06,5.675488415133241e-06,0.000567548841513324,3124,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Orange). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,5.762810135375208e-06,5.550133517359812e-06,0.0005550133517359812,3055,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #0 (Orange). do a hysterectomy,5.747719306870134e-06,5.5355996161686894e-06,0.0005535599616168689,3047,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Blue). do a hysterectomy,5.694901407102374e-06,5.484730961999762e-06,0.0005484730961999762,3019,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Orange). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,5.679810578597299e-06,5.470197060808639e-06,0.000547019706080864,3011,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #4 (Green). arm right: 1. right instrument: Tool #2 (Blue). do a prostatectomy,5.549652182741034e-06,5.344842163035209e-06,0.0005344842163035209,2942,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
